"Pt_dBm,Bandwidth_MHz,Distance_km,PathLoss_dB,Noise_dBm,BER,Throughput_bps,QoS"
"24.093204020787823,10.58134158128215,1.578543387448956,93.27500503508901,-92.77165050793113,4.001326881726251e-201,5290670.790641075,1"
"17.58779981600017,12.640930002129815,1.1240497507055662,93.35628992474116,-94.36104651400656,3.5711779985560124e-65,6320465.001064908,1"
"21.62522284353982,11.193513059362989,2.7161561444498874,96.3560899654517,-85.5074587018321,2.3216743882514345e-12,5596756.516687514,1"
"18.11711076089411,7.321339128001561,1.6273952761398052,91.6309800615162,-92.38930240266296,2.046765512920373e-69,3660669.5640007807,1"
"20.200680211778106,5.009430425274903,1.3914268298565304,97.66553370339732,-88.61403315309408,2.6147451989913156e-13,2504715.211982575,1"
"20.467102793432797,12.571505803074391,2.0321236447219544,95.82030919778634,-86.71561997256278,6.880392824262266e-14,6285752.901104524,1"
"16.84854455525527,14.852073259110938,2.8204543985648947,99.1494462884751,-91.99723249452813,5.067747270557709e-10,7426032.866228689,1"
"24.695846277645586,13.099131203060905,1.0870931556867507,93.64840653767523,-88.64566586343071,2.4055316521491706e-83,6549565.601530452,1"
"22.751328233611147,9.602066181566153,2.5316081760617752,99.82714992067126,-93.92099758850775,2.801657779634598e-44,4801033.090783076,1"
"24.39498941564189,14.037672613991067,2.1449464558774176,95.75827646714023,-85.3006855562434,1.2388025877632182e-23,7018836.306995533,1"
"23.948273504276486,9.0984767311835,1.8508982331036339,99.73401956187534,-94.41841724949374,9.287842294627382e-66,4549238.36559175,1"
"20.97899978811085,10.249340842434675,2.4881608882101203,90.27060654047115,-90.61825326159024,2.1989290141916554e-120,5124670.421217337,1"
"24.218742350231167,9.771297673956832,2.9316488488832646,97.27976322412388,-89.63180757939976,1.0788736137887714e-41,4885648.836978416,1"
"15.884925020519194,9.47623872665525,1.458412422325382,98.16621524292736,-87.09518221336636,0.00024961902261676656,3691342.1402101573,0"
"16.959828624191452,12.751907692939056,1.2872947301442392,90.53173286676487,-93.78871482927579,9.612659122320472e-94,6375953.846469528,1"
"15.45227288910538,10.267689072694921,2.825763490445394,95.78969664016246,-90.59192026144824,3.692896941150588e-11,5133844.346759641,1"
"18.253303307632642,8.167171220252161,2.3379061549146076,98.01942293589448,-92.00288430456547,1.3939455467530185e-16,4083585.610125627,1"
"18.88677289689482,7.581581676584783,1.875972043123932,95.61038725223072,-91.8798928430666,1.1620630080228006e-30,3790790.8382923915,1"
"17.71349031773896,5.377473169674333,2.146519140528566,90.63813590405466,-87.21212083934749,1.8642369369570968e-25,2688736.5848371666,1"
"23.287375091519294,10.831951618830459,2.491227810352488,96.93447240898311,-94.94539054968166,1.2905503812841648e-119,5415975.80941523,1"
"18.567533266935893,7.299614154010342,2.5460637974114344,90.60596914673309,-87.50916358664034,8.159093750354323e-33,3649807.077005171,1"
"17.80934509687381,6.4813392201638305,2.839788361637929,98.17468895016438,-86.89601569876893,1.1080247235466133e-05,3204960.1916948156,1"
"20.426960831582484,11.538299638276776,1.8536855777912453,90.43034183306695,-85.9863775615793,1.1324103644470315e-36,5769149.819138388,1"
"16.409242249747628,11.812092578215488,1.58682182003879,91.3739738101037,-88.73118196769516,8.539883648617684e-23,5906046.289107744,1"
"23.021969807540398,12.52154892257666,2.279328533579684,92.75107590523268,-91.66544671727759,3.4949934281270247e-138,6260774.46128833,1"
"15.745506436797708,10.035768963385916,1.8314557985590607,96.333647922608,-90.72765267451129,6.509079459539257e-11,5017884.1550747445,1"
"24.86886936600517,13.940546052038865,2.189196907897956,99.76359099631306,-85.30263917712571,1.6937164219772508e-11,6970272.907963094,1"
"22.722447692966576,14.363427533982279,1.8399715969119004,91.17822852619935,-86.18813173564148,7.633543571965044e-54,7181713.766991139,1"
"16.987156815341724,13.073709397924894,1.305991573356349,91.42707669213918,-90.36474090900558,3.2748560447147196e-36,6536854.698962447,1"
"15.055221171236024,11.355934820081872,1.9388535033179168,93.6887039670098,-85.56936992889078,4.404523131831744e-06,5653013.611419804,1"
"23.15461428454834,8.037209535911886,2.3818356438820656,98.3621913775532,-86.7704512459354,1.8467326618465023e-14,4018604.7678818814,1"
"22.06857343847617,14.829449216202212,2.5985676153352997,94.67230952750815,-85.98910138340206,4.864500457929746e-21,7414724.608101106,1"
"22.290071680409874,7.741361671919384,1.9866525535930937,93.21610600255822,-88.17022765424079,2.4278473835688003e-48,3870680.835959692,1"
"22.71270346685946,7.02656921990431,1.3304757804208018,95.61203832208861,-86.42345956538006,1.1624537474133131e-21,3513284.609952155,1"
"15.740446517340903,9.421541137865827,1.8293754192988632,92.6052319744575,-86.08233858665675,3.741000181540906e-09,4710752.945972315,1"
"18.584657285442727,5.568405707123885,2.5725878576833967,94.0115990724752,-94.07983415459329,4.6884685368867985e-66,2784202.8535619425,1"
"16.158690595251297,14.784944646717907,1.8257185412341457,93.32605149232042,-85.34783023339341,1.4545309698125964e-07,7391397.1434827745,1"
"23.631034258755935,10.884335564164248,2.393061587208445,98.04141022414646,-91.66386901235937,1.9321706369882643e-48,5442167.782082124,1"
"21.23298126827558,10.569520916641753,2.0144273633561793,99.24255726438001,-90.60100490416644,7.761851310791398e-18,5284760.458320877,1"
"18.308980248526492,11.557962798997199,1.4824462502187934,97.59572192156912,-87.08096240807184,4.6440189223899827e-07,5776298.252055818,1"
"15.635583502860236,9.970236477772065,2.5923010160461484,94.39083576029984,-88.35103694427502,7.851601624116785e-10,4985114.324771338,1"
"18.109823217156624,5.320635170945415,1.168426908141374,95.04334977496664,-86.06940087563943,5.1523570886655975e-09,2660303.878601793,1"
"18.25183322026747,11.123112888403968,2.049780565510301,91.25073693929436,-90.99426249223228,4.494534369779916e-57,5561556.444201984,1"
"22.29606178338064,12.161738769564305,1.4177820684868099,97.46864711134538,-91.26711836323841,1.4204894322707576e-37,6080869.384782152,1"
"21.375574713552133,9.16749060624053,1.1341312570827513,95.96475679395044,-94.6831115045868,3.4370060290691693e-91,4583745.303120266,1"
"23.872127425763267,12.57295572071193,2.0058678741664977,99.02439996137437,-90.37274623330342,4.345688984910532e-31,6286477.860355965,1"
"19.72214925161949,7.270012993384206,1.9991243118698472,92.00611143575154,-87.7592922967089,7.567584013248594e-33,3635006.4966921033,1"
"16.195942459383016,7.21276591066184,2.4138018033514417,97.59726121932613,-91.98821282373784,6.5892205292826484e-12,3606382.9315678366,1"
"22.13244787222995,6.6141698768757395,2.48950138610381,96.8467166171919,-90.37273486326158,3.5487045828931247e-34,3307084.93843787,1"
"22.607850486168974,8.719947597891618,2.4555829773857933,92.65845533809753,-92.80602231514722,2.2163328776743476e-166,4359973.798945809,1"
"20.61277197569496,13.470120353890835,1.81911746583351,96.67378639540826,-87.27212194128539,1.7861209208568421e-13,6735060.1757423,1"
"22.70967179954561,13.279120621490643,2.263379574453125,99.2437338057665,-94.39488438658853,2.1344227041516744e-55,6639560.310745321,1"
"19.93795596364391,8.828242079635038,2.1538904852879206,99.18435987667118,-87.94616944999501,2.586551974959029e-08,4414006.86775778,1"
"20.22732829381994,10.891187359802366,1.8431235122338392,97.19626574516141,-91.21059988255017,3.29125629430404e-25,5445593.679901183,1"
"19.275410183585496,12.208163164749156,2.1944253883719864,90.4807311253406,-94.58403930612879,1.0784295251707164e-191,6104081.582374577,1"
"15.254191267440952,7.41206774628023,2.8944957534125253,98.72264337320162,-86.46530412708213,0.0023710389800471587,345109.9986254247,0"
"16.078914269933044,6.681410858947471,1.3857874873627547,96.5777860700454,-90.12278136818834,6.953495608860713e-10,3340703.106516506,1"
"15.314291856867342,14.72095993212311,2.811544191571053,93.10434253182734,-89.0068103038387,1.7245996834781027e-13,7360479.964792478,1"
"21.364104112637804,11.175573132096185,1.1069110279663967,91.87250361705699,-87.67969308475543,1.4301239476714358e-47,5587786.566048092,1"
"18.143559810763268,14.81415721833664,1.6167784258033213,91.16203862997317,-88.44925566998812,1.5628534326201547e-32,7407078.60916832,1"
"20.08570691164703,8.37755987132229,1.5762904972230565,90.50236899257762,-87.69143129185389,1.1438030971134375e-48,4188779.9356611455,1"
"24.07566473926093,12.030316999741315,2.2527302157618116,97.54103247950756,-87.37718315422143,1.6617607272347484e-23,6015158.499870657,1"
"17.49292229148875,7.226036365412377,1.2624499035545806,92.35842998943275,-89.10848469435389,3.2382779611109525e-25,3613018.182706189,1"
"19.103829230356297,7.612001712739129,2.7646952236795075,90.24252936043256,-91.34362169092243,1.7101956085341072e-93,3806000.856369565,1"
"22.555511385430485,10.11902121269624,2.6571028169300828,93.9727065184199,-92.56857850283657,1.0322688425235702e-115,5059510.60634812,1"
"17.287981654916223,8.196181255080713,2.3041316393705555,94.8260708059234,-85.97096763347213,6.442073104312726e-08,4097826.634041001,1"
"15.76979909828793,6.676215638405845,1.9168276635843955,91.69230230900126,-85.3007515536178,1.9585592085581645e-09,3338101.281327526,1"
"17.89751452913768,7.6288070198932605,2.865912084284157,90.4404833616255,-91.4233724490179,1.7141370893701534e-69,3814403.5099466303,1"
"16.612212872540045,5.357483944658647,2.661493109441112,91.89125483098069,-93.876892709277,2.991747648790317e-65,2678741.972329323,1"
"24.29697652342573,12.044236214774866,1.9986302961624898,96.79102761836575,-92.77462672883568,4.257917167396023e-95,6022118.107387433,1"
"23.08120379564417,9.921166570858617,2.4037467089086224,90.82243677251206,-88.2933265401281,4.3451207267595e-101,4960583.285429308,1"
"21.334037565104236,5.942430664045256,2.133859904359369,95.55037030556994,-93.27066630041669,3.039165431892022e-72,2971215.332022628,1"
"23.714605901877178,6.716939931284912,2.1758844767765293,91.46411987908166,-87.19877726939012,6.489939419549175e-79,3358469.965642456,1"
"23.036720768991145,6.02534538112644,1.6619521388749425,91.95689173580419,-85.76969760125286,2.5415305362961647e-44,3012672.69056322,1"
"16.86570058886036,11.125928082758765,1.9241692092497935,93.93077883266699,-85.36348484921153,9.998512549735658e-08,5562407.8554993,1"
"23.92558998489978,5.942103636124938,1.1562428615794884,91.00825336053731,-94.90674494025109,0.0,2971051.818062469,1"
"20.393422419156508,12.54282333035216,1.714697383329185,91.73203502782214,-85.41845835045584,2.338502449629892e-24,6271411.66517608,1"
"23.074401551640626,5.205109193203912,2.391657030724304,93.48952411451354,-87.59805580870382,1.0796116675089592e-47,2602554.596601956,1"
"23.96091299923493,7.493757879958921,2.9064320610123726,93.29669005498367,-94.15949767736198,2.0513570432516218e-266,3746878.9399794606,1"
"18.18003474971864,13.906666758919071,2.926128225526041,97.49271485675732,-90.84759531221273,2.226575369265402e-14,6953333.379304369,1"
"16.100519245276768,12.18531318122246,2.1114457382497833,90.74782305126425,-87.9995452542049,6.800729106987941e-21,6092656.59061123,1"
"17.279351625419416,5.729683329256877,2.213244503619164,98.60450735666343,-85.43314507338951,0.0006649655539030807,1473037.1262568508,0"
"19.271077886262564,13.211261044851797,1.371442371001935,98.16232170739455,-93.35858606388608,1.8877535755640604e-26,6605630.522425898,1"
"23.18014765922493,9.930351215402048,2.3906162161870617,97.65991639691939,-93.72266718073045,2.361594609362606e-75,4965175.607701024,1"
"23.607305832563434,13.467830271688292,1.1413175853487725,93.09372362463132,-90.27652946738121,1.1738408406648964e-106,6733915.135844146,1"
"15.069521305311907,11.007397744503933,1.569371371598889,98.22881785540787,-85.3190110626151,0.005165084696004787,31022.28481501899,0"
"20.107473025775658,11.818330320328588,2.3367266945708844,91.82802080289281,-85.28620784741989,7.50649569956954e-22,5909165.160164294,1"
"19.17411003148779,14.935015603957082,1.6206202630869786,91.24409205855028,-92.72085258947091,2.312266009822206e-103,7467507.801978541,1"
"17.221078104707303,7.323355459240181,1.0996937482289086,90.44956333489488,-91.80652852028543,5.795597448218219e-65,3661677.7296200907,1"
"16.19865367333683,11.239455747613883,2.6637408187019274,99.39310363005576,-85.91968014355345,0.003099122510439461,252170.0811513385,0"
"18.37615171403628,9.603213900573984,1.620660014269126,93.08010897705273,-87.65158509147936,3.3439883658565175e-19,4801606.950286992,1"
"24.429097039125192,5.394519529226915,1.1262104497173568,99.17617880177906,-85.27683571342382,8.944095943436488e-12,2697259.7404889837,1"
"18.232029320207552,5.144706415028651,1.1495763290057304,92.7261356151933,-86.06851636984446,1.7089790179644873e-14,2572353.207470345,1"
"20.18790621743366,6.1922857781785865,1.5035175975775072,99.0756595933635,-92.84903949686256,9.401912422775715e-24,3096142.8890892933,1"
"22.030189588951778,11.490917405385481,1.3560318944430525,99.03929052846088,-87.40273140587317,1.823317166027928e-11,5745458.597934686,1"
"18.63629602379294,10.671630879133922,2.5486002355603015,99.23676045010713,-94.51434768439883,1.6228751408216327e-23,5335815.439566961,1"
"24.717820827209607,10.534295611637274,1.6433680933340689,94.96153439284194,-86.82167221258526,9.277636721195455e-42,5267147.805818637,1"
"24.62447294942111,5.318567625282601,2.609391570079665,98.65946286798892,-88.98443237555392,2.510189153690167e-29,2659283.8126413003,1"
"17.517822958253642,9.69302996360007,1.3476919956463056,99.5076589616732,-85.43899037363538,0.0014649183971170959,1118812.0436547366,0"
"19.972485058923855,14.246228178425286,1.9857583590881676,93.24616941897179,-85.39967544530921,3.2790034351164277e-16,7123114.089210271,1"
"18.008783098167697,8.975918693106467,2.3760742671062576,94.18874405682556,-94.49184890975644,3.147114241370989e-61,4487959.346553233,1"
"17.848404943774675,11.249224697884564,2.30398170773171,97.19240187335744,-93.39478514444232,3.300306617119245e-24,5624612.348942282,1"
"15.368869473545328,12.798186756231436,2.2022588198605373,93.003598217233,-90.15792952681308,1.3777535244870777e-17,6399093.378115718,1"
"21.09564333979897,12.839252791418875,2.84964320386234,97.53809308912659,-86.20506475053851,3.776535496279352e-10,6419623.971315036,1"
"20.026790232288615,10.192800823952712,1.4570502954134887,90.73892145213534,-86.85554857703943,5.623238252460105e-38,5096400.411976356,1"
"15.514787512499893,13.579519454023362,1.9874384089242108,95.23498384288543,-85.35629973648221,6.491134607951543e-05,6363013.60079991,1"
"17.786464642366113,8.913780933637469,2.7679851001448172,91.22313484083745,-88.81915882888659,3.4015647113391764e-32,4456890.466818734,1"
"24.082658859666537,13.886932147847983,1.155787531190314,92.93323476436676,-92.43436480438379,7.574349078873037e-201,6943466.073923991,1"
"17.395618906669725,7.402271663955453,1.1117765365061505,92.58625392486472,-94.74893360494822,7.269741568525337e-81,3701135.8319777264,1"
"16.44894872091223,7.802164069905711,1.4666045751165828,98.38932073562665,-92.77073509279451,1.713226716119559e-12,3901082.0282695796,1"
"19.894527602775632,5.531206241990011,2.266042439076037,91.93517255406198,-88.24726802046375,1.670745912334818e-38,2765603.1209950056,1"
"24.856504541106005,12.955818365422829,1.5197592528996138,98.0844792015912,-85.73725176656987,1.5472317261424686e-17,6477909.182711414,1"
"17.420552715115004,9.170552362327056,1.380479767617598,97.93960345907922,-91.79096332691735,1.2221402592687657e-13,4585276.180603044,1"
"21.721355474058786,7.29116613911399,1.9176046307165842,94.98883055557229,-86.24295669710705,2.5866247842843087e-19,3645583.0695569953,1"
"22.616196153287177,7.317902776165797,2.227196137538823,92.33843255596129,-91.05101751658843,1.923738965773986e-120,3658951.388082898,1"
"17.376375439923997,14.013999412292332,1.4971154140334808,92.26896339956222,-91.9172875063145,4.630840415655479e-46,7006999.706146166,1"
"22.282163486118595,13.33916600461037,1.6013823734474841,94.64924647115848,-89.91155757194181,1.184816383698135e-51,6669583.0023051845,1"
"18.677831327192532,10.535308853571834,2.2271186096230275,90.08809007393516,-90.57726507590385,4.374417936813773e-74,5267654.426785917,1"
"21.323058305935795,11.16110800415721,2.8914768439789054,95.31350754611366,-85.86200131482983,2.1602066421732245e-15,5580554.002066833,1"
"21.335297107608948,9.74325570550291,2.3494834548761765,99.52779525767056,-90.31743052591874,3.305578994317607e-16,4871627.852749833,1"
"20.357746840747584,8.91666542878809,2.56580828716912,91.54706881862596,-92.22664612776924,9.004815222139695e-113,4458332.714394045,1"
"15.902897700544083,14.154768812183315,1.7336201895109375,95.73345621475603,-86.57434422498096,6.891286154131463e-06,7028779.624533648,1"
"23.35302495589238,6.25612703520302,1.5445087187689321,99.61778688644456,-85.01250488340433,2.1824213854594102e-08,3127995.250818462,1"
"18.20780064971736,9.184467897162278,1.908535486405245,98.605221394916,-88.51828580818676,1.751381891411023e-07,4591429.743398276,1"
"16.86518510399854,8.445619079878753,2.6142656574233474,98.5038011638134,-92.49538631063642,1.4736925076183851e-12,4222809.533716179,1"
"15.40775141554764,9.981507202511484,1.9125992835811116,98.21849930396189,-92.61184922986821,3.17729150255746e-10,4990752.015547963,1"
"20.90892943188242,9.57631874545175,2.693450817579722,93.09023606056185,-94.4229330378474,4.456258798537859e-148,4788159.372725875,1"
"21.775643618422826,10.188895316510814,2.9775439613902543,98.90616831266811,-94.22706961485915,8.546946670754758e-47,5094447.658255408,1"
"15.165878289278561,6.399189772269941,1.1440533314606727,99.41340351233171,-85.85016904817238,0.008080462288454078,958.3840614429525,0"
"20.12093058299281,10.13141501513277,1.0908203121674074,94.9579242329904,-94.0351289295045,1.3292520873975243e-74,5065707.507566385,1"
"17.26495775197938,7.4241881388721085,1.2991794058267236,93.54571047259459,-90.1565615172322,2.505267991101477e-23,3712094.069436054,1"
"21.451727904094497,6.843313489881913,1.7687393514686924,94.14229015605856,-88.01878220306821,8.069497294339499e-32,3421656.7449409566,1"
"16.743664290049914,5.648342187861912,1.2620844182908648,93.34206441831266,-86.49645217226397,2.0423433223163856e-10,2824170.517138419,1"
"21.90937738102466,12.62652558756141,2.741328955237512,92.1241844202454,-93.28729049746272,8.369452502731022e-179,6313262.793780705,1"
"18.867353463005372,9.2744192085656,1.0462925020541276,96.18448470252889,-90.62221320874643,1.0910588321851827e-20,4637209.6042828,1"
"24.367299887367345,11.266436833117584,1.631585432671645,95.62596886245323,-92.48519804986222,1.0810109792887966e-117,5633218.416558792,1"
"16.375209441459933,12.275933433047435,1.3693892589884107,94.62585071039275,-92.44176910033399,6.119117014044204e-25,6137966.716523717,1"
"18.410663510502584,11.793166653135536,2.8630786603150646,90.95845386684832,-91.96160692513324,2.7287349381476037e-78,5896583.326567768,1"
"16.13473521240589,9.705007190896822,2.338962009780056,97.96892964706,-89.12883785581533,1.8113465220267767e-06,4843721.977661987,1"
"24.24693618278563,8.8789852895173,2.824060512902749,91.74933562750789,-94.83422528314412,0.0,4439492.644758649,1"
"23.77339353380981,8.759599096406637,2.9446574206207865,91.14562043396049,-90.91233713684473,7.333586115454005e-199,4379799.548203318,1"
"17.579416277151555,11.400487969300563,1.9941964873547384,96.23071395482947,-93.13169864767207,1.5927075471117948e-26,5700243.984650281,1"
"21.599840460341788,9.947943549418735,1.4686382160960525,93.98644361237723,-85.32881491487365,3.5145494087307425e-19,4973971.774709367,1"
"23.17222200201216,13.491322479885106,1.3874575723931786,90.5980847535233,-89.1727084074969,2.2120522474295623e-132,6745661.239942553,1"
"20.552008115994624,13.747019843267122,1.445837723371681,93.55568354961058,-86.31904531169677,9.845802039984595e-21,6873509.921633561,1"
"20.296505783560065,6.705603780065185,2.417186615244006,97.71780352284962,-93.04310013230388,6.615874669692821e-34,3352801.890032592,1"
"17.418522909004515,6.362336515457256,1.0808914562460015,96.15249205217097,-86.89984300676213,1.5225551756773056e-07,3180683.944142981,1"
"15.931027678058992,11.304009260359996,1.1027221460654297,93.62786022986997,-90.85217538694766,4.734399141652106e-20,5652004.6301799975,1"
"23.972157579533267,8.012257480622793,2.2162858847663003,91.91804791634588,-93.22305311150598,1.832297520870489e-295,4006128.7403113963,1"
"24.004180571633306,5.185707187650989,2.284114293474813,96.31795620804773,-87.38754797611767,4.028299442345962e-30,2592853.5938254944,1"
"21.33101457273268,13.88642669362955,2.3305258486449203,98.87555300946354,-87.37988902384718,2.7210293735649034e-10,6943211.457546574,1"
"18.390297910487007,7.269007672438082,1.7437610091771825,96.46272718015913,-85.04112093135939,4.0725824764555014e-06,3619732.0895007453,1"
"18.49209574612661,14.292806516858091,2.6118897774283063,98.12903854650224,-87.19062738201836,9.113414669114065e-07,7139893.4086322775,1"
"22.259556788702394,12.174344508782536,2.0672491754532354,95.21527838554371,-93.54732752072871,5.427109717395013e-102,6087172.254391268,1"
"23.97110259952577,12.626534899114843,1.2109312600188389,97.1797110674103,-91.77455258214272,8.667100445942857e-65,6313267.449557421,1"
"23.870864242651173,7.014614957931604,2.59419861413469,98.96226773778352,-90.48273082708855,2.9521158007859525e-32,3507307.478965802,1"
"22.798755458576238,7.341944256168129,2.906135572540917,97.73178978258655,-93.73347194290204,2.9012688753024036e-68,3670972.1280840645,1"
"21.42031646154288,10.212677538240658,1.1200726260047174,99.09853953398145,-87.11961025552186,1.5090578876706022e-09,5106331.063365387,1"
"15.841399649950489,6.720998526498621,1.7827026774011598,94.3113960211606,-89.73301462087413,1.2923129301978926e-13,3360499.2628150336,1"
"16.616287140946138,8.054316926830323,1.9750320896694953,99.04220255127056,-85.55550430904246,0.0020683844439404638,507902.6549109975,0"
"23.98554188527079,8.214624779478044,1.2929415201566339,96.21567234481708,-89.1069185547418,1.377081392019275e-44,4107312.3897390217,1"
"21.0642905965959,6.596299332527641,2.735417895565754,98.70048766081693,-89.77100916261746,3.06549334839934e-16,3298149.666262722,1"
"15.091970516166297,7.051828333951607,1.568299289780088,90.39376530437835,-94.28574847067135,4.0672212983334916e-71,3525914.1669758037,1"
"16.01471542866032,12.885518420082565,2.56601707987632,96.57852381913536,-93.50654095055422,3.497786759671749e-19,6442759.210041283,1"
"21.635017691080556,6.671958545472684,2.341988964056632,98.47975078877899,-86.50473923235849,5.942988615346058e-10,3335977.290168344,1"
"15.050615838462187,5.284573918439225,2.1960916449340466,91.74202033643199,-85.09324022174192,7.13849912748133e-08,2642098.346313558,1"
"16.608080514174986,11.293549426289385,1.3842856973931088,96.61786933464923,-90.84820864101731,1.6364413138288036e-12,5646774.703903922,1"
"20.48733789366586,14.7598311939245,1.4414070411018114,98.2495471421663,-86.89913916275071,5.131277522999468e-09,7379877.728664352,1"
"21.918951976926934,8.312138146231213,1.0946968094931386,92.87949369632636,-88.72414233669349,3.2289683860963897e-54,4156069.0731156063,1"
